rank,category,channel,구독자수,view,video
318,스포츠/운동,SPOTV,1910000,14억9176만,"12,648개"
317,키즈/어린이,Toy Wizard [토이위자드],1910000,3087만,30개
322,미분류,Jung Kook - Topic,1890000,7455만,3개
321,TV/방송,KBS 한국방송,1890000,18억0632만,"32,044개"
320,음악/댄스/가수,DAY6,1890000,5억3515만,417개
324,BJ/인물/연예인,[상윤쓰]Sangyoon,1880000,4억5500만,213개
323,키즈/어린이,뉴욕이네,1880000,8억7676만,890개
328,미분류,XG,1870000,4억1458만,224개
327,키즈/어린이,Clay Adventure 클레이 모험,1870000,10억9085만,"1,344개"
326,TV/방송,tvN D STUDIO,1870000,6억8211만,"1,282개"
325,음악/댄스/가수,셀프어쿠스틱selfacoustic,1870000,5억0035만,245개
330,게임,혜안,1860000,9억9459만,"1,155개"
329,패션/미용,Wishtrend TV,1860000,1억8220만,"1,079개"
331,키즈/어린이,자이언트 펭TV,1840000,4억8107만,573개
333,애완/반려동물,내셔널지오그래픽 - National Geographic Korea,1830000,8억6154만,"3,584개"
332,IT/기술/컴퓨터,밝은 면 Bright Side Korea,1830000,5억6973만,"4,901개"
335,미분류,사피엔스 스튜디오,1820000,5억6369만,"4,327개"
334,교육/강의,데이브 World of Dave,1820000,4억7093만,678개
342,미분류,엠뚜루마뚜루 : MBC 공식 종합 채널,1810000,31억0107만,"5,324개"
341,음악/댄스/가수,FNCEnt,1810000,4억2851만,"1,627개"
340,뉴스/정치/사회,진성호방송,1810000,35억4164만,"13,672개"
339,음식/요리/레시피,입짧은햇님,1810000,8억3389만,"2,978개"
338,패션/미용,효진조 Hyojin Cho,1810000,2억2778만,440개
337,음식/요리/레시피,ASMR Suna 꿀꿀선아,1810000,4억7255만,487개
336,키즈/어린이,꾹TV(Kkuk TV),1810000,11억8701만,"1,715개"
344,키즈/어린이,티디키즈 (인기 동요・동화),1780000,11억5422만,578개
343,음악/댄스/가수,OfficialLEEHI,1780000,5억2039만,106개
349,미분류,Christian Dior,1770000,6억1133만,"1,232개"
348,음식/요리/레시피,ETTV 이티티비,1760000,8억5761만,"1,473개"
347,음악/댄스/가수,DJ SODA OFFICIAL,1760000,2억4228만,165개
346,뉴스/정치/사회,세바시 강연 Sebasi Talk,1760000,4억2683만,"2,651개"
345,BJ/인물/연예인,보물섬,1760000,15억1163만,593개
351,취미/라이프,낄낄상회,1750000,8억2165만,682개
350,애완/반려동물,슈앤트리 SHU AND TREE,1750000,4억2415만,562개
353,교육/강의,스터디언,1740000,2억6319만,"3,554개"
352,키즈/어린이,깨비키즈 [KEBIKIDS],1740000,19억2297만,"2,147개"
354,TV/방송,조재원,1740000,6억3447만,444개
357,미분류,planD플랜디,1730000,2억3234만,190개
356,게임,악동 김블루,1730000,13억1963만,"1,291개"
355,TV/방송,콬TV,1730000,6억9046만,"1,213개"
361,키즈/어린이,츈례쌤 CRS,1720000,6만,10개
360,TV/방송,INTHESOOP_TV,1720000,5038만,76개
359,TV/방송,14F 일사에프,1720000,7억5474만,"3,684개"
358,TV/방송,한문철 TV,1720000,23억2266만,"21,176개"
366,TV/방송,KBS HUMAN: 뭉클티비,1710000,10억0628만,"6,474개"
365,음악/댄스/가수,TAEYANG,1710000,2억4921만,61개
364,음악/댄스/가수,PENTAGON 펜타곤 (Official YouTube Channel),1710000,3억3756만,732개
363,국내/해외/여행,빠니보틀 Pani Bottle,1710000,3억7968만,289개
362,음악/댄스/가수,Daily Busking,1710000,7억1810만,"1,021개"
372,음악/댄스/가수,시즌비시즌 Season B Season,1700000,2억9941만,134개
371,주식/경제/부동산,신사임당,1700000,3억2091만,"1,564개"
370,뉴스/정치/사회,MBN News,1700000,18억8522만,"145,862개"
369,음악/댄스/가수,워너뮤직코리아 (Warner Music Korea),1700000,11억3780만,"3,789개"
368,키즈/어린이,지니키즈 Genikids (인기 동요・동화),1700000,14억1107만,"1,238개"
367,음식/요리/레시피,HONG SOUND,1700000,5억3286만,"1,316개"
375,뉴스/정치/사회,KBS Drama Classic,1690000,16억9633만,"19,490개"
374,게임,T1 Faker,1690000,3억6470만,"1,334개"
373,게임,우주하마,1690000,11억7956만,"2,311개"
380,키즈/어린이,Super JoJo-인기동요,1680000,8억0127만,548개
379,미분류,김작가 TV,1680000,4억4802만,"2,825개"
378,뉴스/정치/사회,SBS STORY,1680000,21억3129만,"84,134개"
377,BJ/인물/연예인,더블비,1680000,12억2391만,600개
376,게임,양띵 유튜브,1680000,20억9613만,"9,234개"
381,미분류,땅콩 Peanut,1670000,8억6425만,62개
383,음악/댄스/가수,Dreamcatcher official,1660000,5억9881만,622개
382,TV/방송,MKTV 김미경TV,1660000,3억5789만,"2,042개"
384,음악/댄스/가수,DOJIN도진이,1650000,9889만,66개
386,패션/미용,이수현 Official,1640000,1억3254만,132개
385,BJ/인물/연예인,웃소 Wootso,1640000,20억2903만,964개
387,애완/반려동물,강형욱의 보듬TV,1630000,4억1450만,800개
390,뉴스/정치/사회,KBS 다큐,1620000,10억6348만,"40,284개"
389,뉴스/정치/사회,뉴스TVCHOSUN,1620000,15억6088만,"86,497개"
388,음악/댄스/가수,버블디아,1620000,4억7229만,"1,339개"
391,음악/댄스/가수,NU'EST,1610000,2억7516만,687개
393,미분류,너덜트,1600000,2억2323만,47개
392,교육/강의,Talk To Me In Korean,1600000,7570만,"1,696개"
397,TV/방송,Beginagain 비긴어게인,1590000,8억4360만,"1,724개"
396,IT/기술/컴퓨터,약사가 들려주는 약 이야기,1590000,2억4206만,549개
395,영화/만화/애니,김시선,1590000,6억5311만,569개
394,게임,김재원의 즐거운 세상,1590000,21억2403만,"2,756개"
400,미분류,STAYC,1580000,7억9642만,477개
399,교육/강의,조승연의 탐구생활,1580000,1억4642만,335개
398,교육/강의,seemile Korean,1580000,1억1060만,"1,279개"
401,키즈/어린이,브라보키즈,1570000,16억5484만,"2,748개"
403,음식/요리/레시피,승우아빠,1560000,6억5503만,941개
402,음식/요리/레시피,파뿌리,1560000,18억1272만,"1,693개"
408,TV/방송,그것이 알고싶다,1550000,5억8281만,854개
407,회사/오피셜,미스&미스터트롯,1550000,17억2228만,"6,019개"
406,음악/댄스/가수,Lemoring,1550000,11억0269만,567개
405,게임,뜨뜨뜨뜨,1550000,8억5150만,"1,774개"
404,BJ/인물/연예인,JAYKEEOUT,1550000,2억4514만,236개
413,BJ/인물/연예인,혜리,1540000,1억0062만,97개
412,키즈/어린이,Edu car toy school,1540000,8억0926만,"1,397개"
411,TV/방송,동네놈들,1540000,4억3654만,492개
410,교육/강의,사물궁이 잡학지식,1540000,2억9251만,395개
409,게임,대도서관TV (buzzbean11),1540000,15억2583만,"10,458개"
417,음식/요리/레시피,칩chip,1530000,2억4325만,39개
416,게임,우왁굳의 게임방송,1530000,16억4746만,"7,828개"
415,키즈/어린이,헬로카봇 - hello carbot official,1530000,14억8821만,"1,537개"
414,게임,태경 TV,1530000,24억3796만,"3,135개"
422,미분류,곽튜브,1520000,3억1998만,294개
420,미분류,김소형채널H,1520000,3억4419만,"1,017개"
419,스포츠/운동,힙으뜸,1520000,4억9049만,458개
418,음식/요리/레시피,슈기님,1520000,6억4160만,"1,434개"
421,음악/댄스/가수,TJ KARAOKE TJ 노래방 공식 유튜브채널,1510000,21억1061만,"61,619개"
426,키즈/어린이,키글TV - 키즈 앱・장난감,1500000,8억0411만,"2,012개"
425,키즈/어린이,리콩수콩RikongSukong,1500000,4억7307만,625개
424,BJ/인물/연예인,임영웅,1500000,20억0730만,657개
423,음악/댄스/가수,ONEUS,1500000,4억0167만,703개
428,음악/댄스/가수,선미 SUNMI,1490000,5억3053만,286개
427,뉴스/정치/사회,오마이TV,1490000,13억0100만,"23,178개"
432,미분류,김대석 셰프TV,1480000,2억9341만,756개
431,음식/요리/레시피,히밥heebab,1480000,5억4621만,680개
430,음식/요리/레시피,최고다윽박,1480000,9억7725만,"1,954개"
429,TV/방송,Mera,1480000,13억5100만,"7,965개"
435,키즈/어린이,리틀엔젤 인기동요 어린이노래 - Little Angel,1470000,7억6093만,385개
434,미분류,CHUNG HA_Official,1470000,5억2026만,335개
433,음식/요리/레시피,먹어볼래TryToEat,1470000,2억7748만,293개
442,TV/방송,오분순삭,1460000,21억1909만,"2,720개"
441,영화/만화/애니,Netflix Korea 넷플릭스 코리아,1460000,5억6702만,"2,318개"
440,음악/댄스/가수,Chuther츄더[문에스더],1460000,2억5849만,206개
439,영화/만화/애니,리뷰엉이: Owl's Review,1460000,4억4081만,519개
438,패션/미용,ssin 씬님,1460000,4억5266만,801개
437,음악/댄스/가수,GENIE MUSIC,1460000,5억5200만,"4,836개"
436,뉴스/정치/사회,신의한수,1460000,11억3647만,"8,841개"
445,TV/방송,안구정화티비 Your Korean Friend Angoo,1450000,1억3698만,242개
444,TV/방송,BLACKHAND,1450000,3억7886만,60개
443,BJ/인물/연예인,요리왕비룡 Korean Food Cooking,1450000,3억0317만,910개
449,미분류,스튜디오 와플 - STUDIO WAFFLE,1440000,4억2350만,292개
448,TV/방송,sNack!,1440000,12억7626만,"2,372개"
447,음악/댄스/가수,Apink (에이핑크),1440000,5억5706만,855개
446,TV/방송,디스커버리 서바이벌 - Discovery Survival,1440000,5억5620만,995개
453,미분류,tripleS official,1430000,1억8501만,703개
452,미분류,자취요리신 simple cooking,1430000,2억8537만,746개
451,TV/방송,it's Live,1430000,4억8127만,737개
450,스포츠/운동,슛포러브,1430000,9억3903만,"1,049개"
454,TV/방송,우와한 비디오,1420000,16억9851만,"1,844개"
458,음악/댄스/가수,MOVE Dance Studio,1420000,3억1476만,"3,375개"
460,BJ/인물/연예인,신세경 sjkuksee,1410000,5835만,41개
459,음식/요리/레시피,취미로 요리하는 남자 Yonam,1410000,1억5551만,107개
457,음식/요리/레시피,엠브로 MBRO,1410000,0,0개
456,음식/요리/레시피,ARIKITCHEN (아리키친),1410000,3억9944만,640개
455,BJ/인물/연예인,양팡 YangPang,1410000,16억1750만,"2,834개"
463,음악/댄스/가수,Rock Music,1400000,7억7222만,"9,102개"
462,BJ/인물/연예인,급식왕,1400000,18억8983만,989개
461,음악/댄스/가수,K-Tigers TV,1400000,2억1999만,520개
469,미분류,[AmiAmi]아미아미,1390000,4억3247만,483개
468,미분류,고누리,1390000,6억5561만,730개
467,미분류,주부나라,1390000,3억9318만,"1,234개"
466,음악/댄스/가수,2PM,1390000,4억4921만,490개
465,TV/방송,놀면 뭐하니?,1390000,9억1469만,"1,258개"
464,패션/미용,kiu기우쌤,1390000,5억5206만,552개
471,뉴스/정치/사회,TBS 시민의방송,1380000,15억8893만,"39,618개"
470,애완/반려동물,크집사,1380000,3억6352만,653개
472,미분류,Jimin - Topic,1370000,5863만,17개
476,음악/댄스/가수,성시경 SUNG SI KYUNG,1360000,5억2712만,414개
475,TV/방송,KBS CoolFM,1360000,7억3450만,"12,369개"
474,음악/댄스/가수,BEAST 비스트 (Official YouTube Channel),1360000,6억2369만,118개
473,BJ/인물/연예인,NALU,1360000,1억0589만,177개
478,음악/댄스/가수,지켜츄 Chuu Can Do It,1350000,1억6900만,195개
477,IT/기술/컴퓨터,의학채널 비온뒤,1350000,4억2047만,"9,244개"
481,음악/댄스/가수,Prepix Dance Studio,1340000,2억5988만,"6,643개"
480,음식/요리/레시피,산적TV 밥굽남,1340000,3억4468만,681개
479,TV/방송,모비딕 Mobidic,1340000,5억1063만,"1,620개"
487,미분류,호갱구조대,1330000,3억0992만,184개
486,음악/댄스/가수,SEVENTEEN Japan official Youtube,1330000,2억7668만,122개
485,TV/방송,달라스튜디오,1330000,3억5613만,261개
484,뉴스/정치/사회,빽능 - SBS 옛날 예능,1330000,19억2558만,"6,091개"
483,BJ/인물/연예인,정선호,1330000,5억8561만,558개
482,TV/방송,Solfa,1330000,2억3306만,49개
488,미분류,핏블리 FITVELY,1320000,5억9688만,"1,373개"
492,미분류,스토리,1310000,3억2880만,79개
491,미분류,엄마의손맛,1310000,3억6827만,836개
490,BJ/인물/연예인,철구형 (CHULTUBE),1310000,13억4770만,"6,991개"
489,뉴스/정치/사회,사람사는세상노무현재단,1310000,1억8431만,"1,099개"
498,음악/댄스/가수,AOA,1300000,7억6444만,198개
497,TV/방송,스튜디오 잼스터,1300000,4억5682만,502개
496,영화/만화/애니,Tooniverse-투니버스,1300000,9억1513만,"4,123개"
495,BJ/인물/연예인,임다TV,1300000,5억5689만,"1,737개"
494,취미/라이프,Squash Clay 쪼물쪼물 클레이,1300000,2억6904만,493개
493,게임,겜브링 GGAM BRING,1300000,16억9753만,"2,681개"
507,미분류,제발돼라 PleaseBee,1290000,3억5946만,240개
506,미분류,퍼런안경_BLAS,1290000,3억3931만,153개
505,BJ/인물/연예인,공부왕찐천재 홍진경,1290000,2억0506만,198개
504,영화/만화/애니,Puuung,1290000,6837만,406개
503,뉴스/정치/사회,조선일보,1290000,10억1204만,"16,610개"
502,게임,Partition Zion,1290000,6억6481만,"1,071개"
501,TV/방송,DGG,1290000,4억2148만,499개
500,BJ/인물/연예인,장지수,1290000,5억0209만,954개
499,애완/반려동물,정브르,1290000,6억8468만,"1,929개"
512,미분류,Girls On Top,1280000,2억9957만,21개
511,미분류,요리용디 Yori Yongd,1280000,11억0966만,433개
510,영화/만화/애니,Hello Jadoo TV 안녕 자두야,1280000,3억9407만,851개
509,취미/라이프,휘트니 whitney bae,1280000,3억2916만,313개
508,TV/방송,딩고 스토리 / dingo story,1280000,3억5329만,416개
518,미분류,RMC Sport,1270000,6억6509만,"29,260개"
517,미분류,7FATES: CHAKHO by HYBE,1270000,6151만,32개
516,뉴스/정치/사회,SBS Radio 에라오,1270000,7억1789만,"18,850개"
515,음식/요리/레시피,BenDeen,1270000,2억1247만,580개
514,키즈/어린이,Leo and Luna,1270000,2억7771만,576개
513,게임,테스터훈 TesterHoon,1270000,10억8496만,"3,027개"
525,키즈/어린이,토비아트 - TobiART,1260000,4억3535만,137개
533,미분류,신사장,1260000,14억6649만,599개
524,스포츠/운동,식빵언니 김연경 Bread Unnie,1260000,8755만,94개
523,음악/댄스/가수,RealVIXX,1260000,4억1495만,798개
522,교육/강의,법륜스님의 즉문즉설,1260000,8억1605만,"1,967개"
521,뉴스/정치/사회,비디오머그 - VIDEOMUG,1260000,21억7082만,"6,830개"
520,패션/미용,회사원A,1260000,4억7345만,706개
519,취미/라이프,탱구TV,1260000,4923만,27개
534,키즈/어린이,베베핀 Bebefinn - 키즈 인기 동요,1250000,3억4520만,237개
532,BJ/인물/연예인,헌터퐝,1250000,3억8052만,433개
531,음악/댄스/가수,MUPLY 뮤플리,1250000,4억2667만,802개
530,뉴스/정치/사회,연합뉴스TV,1250000,17억2722만,"461,533개"
529,음식/요리/레시피,우리의식탁 W TABLE,1250000,1억0770만,496개
528,BJ/인물/연예인,ondo온도,1250000,1억3492만,263개
527,영화/만화/애니,달빛뮤즈,1250000,3억3694만,589개
526,음식/요리/레시피,가르마[GARMA],1250000,4억2933만,"1,402개"
536,음악/댄스/가수,DaftTaengk,1240000,5억0903만,"4,885개"
535,취미/라이프,Kim Miso,1240000,1억0937만,467개
544,주식/경제/부동산,미래에셋 스마트머니,1230000,1억4592만,"2,731개"
543,미분류,함께해요 맛나요리,1230000,3억8508만,928개
542,회사/오피셜,SM C&C STUDIO,1230000,2억2952만,"1,480개"
541,영화/만화/애니,뭅뭅,1230000,4억3040만,"3,167개"
540,국내/해외/여행,Rirang OnAir,1230000,1억9109만,248개
539,키즈/어린이,브레드이발소,1230000,6억7888만,"1,125개"
538,게임,악어 유튜브,1230000,15억9540만,"7,651개"
537,BJ/인물/연예인,박막례 할머니 Korea_Grandma,1230000,4억7205만,535개
551,TV/방송,걍밍경,1220000,1억3473만,82개
550,TV/방송,Coreaníssima 엘레나,1220000,9371만,251개
549,패션/미용,lamuqe,1220000,1억2418만,295개
548,뉴스/정치/사회,딴지방송국,1220000,3억2128만,846개
547,음악/댄스/가수,SUPER SOUND Bugs!,1220000,8억2765만,"4,026개"
546,음악/댄스/가수,Official A.C.E,1220000,1억8376만,597개
545,TV/방송,피키픽처스 Piki Pictures,1220000,5억4992만,"1,161개"
554,미분류,굿라이프,1210000,2억0893만,"2,137개"
553,음식/요리/레시피,DICKHUNTER딕헌터🌶,1210000,3억5015만,458개
552,애완/반려동물,haha ha,1210000,4억8195만,599개
559,음식/요리/레시피,수빙수tv sooBingsoo,1200000,4억6085만,417개
558,음악/댄스/가수,MORE THAN YOUTH,1200000,3억3214만,917개
557,TV/방송,티캐스트 tcast,1200000,12억6635만,"8,480개"
556,TV/방송,CJ ENM,1200000,18억0229만,"15,114개"
555,취미/라이프,Bandung Oppa 반둥오빠,1200000,1억1779만,533개
564,키즈/어린이,나나의인형놀이 Nana'sDollPlay,1190000,4억0851만,205개
563,미분류,키즐 kizzle,1190000,3억6182만,343개
562,TV/방송,eaJ,1190000,4430만,17개
561,취미/라이프,집꾸미기,1190000,1억6066만,392개
560,BJ/인물/연예인,수상한녀석들,1190000,2억6501만,172개
570,미분류,지식한입,1180000,1억3324만,140개
569,뉴스/정치/사회,KBS 교양,1180000,9억8371만,"69,947개"
568,BJ/인물/연예인,Lia Kim,1180000,6919만,60개
567,BJ/인물/연예인,사나이 김기훈,1180000,8억1460만,896개
566,BJ/인물/연예인,강유미 yumi kang좋아서 하는 채널,1180000,5억1136만,468개
565,영화/만화/애니,B Man 삐맨,1180000,6억7949만,708개
580,미분류,Tennis TV,1170000,12억4338만,"7,042개"
579,미분류,보다 BODA,1170000,6억1917만,852개
578,주식/경제/부동산,[삼성증권] Samsung POP,1170000,1억4513만,"2,419개"
577,TV/방송,KBS 같이삽시다,1170000,6억8900만,"6,387개"
576,TV/방송,KBS 1라디오,1170000,6억6378만,"19,947개"
575,TV/방송,준우,1170000,5억3831만,418개
574,뉴스/정치/사회,배승희 변호사,1170000,2억9355만,674개
573,키즈/어린이,마시따 MASITTA,1170000,7억4083만,244개
572,음식/요리/레시피,스윗더미 . Sweet The MI,1170000,1억1898만,318개
571,BJ/인물/연예인,Cheri Hyeri 체리 혜리,1170000,1억7197만,459개
585,TV/방송,KBS동물티비 : 애니멀포유 animal4u,1160000,10억0729만,"3,283개"
584,뉴스/정치/사회,신인균의 국방TV,1160000,7억9149만,"2,699개"
583,패션/미용,다또아Daddoa,1160000,9431만,190개
582,미분류,빠더너스 BDNS,1160000,4억1294만,658개
581,취미/라이프,rappeler하쁠리,1160000,5억1079만,956개
588,키즈/어린이,요올리Yoli,1150000,5억0033만,567개
587,음악/댄스/가수,KIM HYUN JOONG.official,1150000,1억7847만,517개
586,키즈/어린이,프리티에스더 PrettyEsther,1150000,6억4612만,746개
601,키즈/어린이,Paint Jelly,1140000,9억5588만,213개
600,키즈/어린이,Jelly Pong,1140000,1억4865만,6개
599,미분류,양장금주부,1140000,2억9526만,807개
598,미분류,짧은대본 ShortPaper,1140000,5억0742만,321개
597,음식/요리/레시피,야식이,1140000,4억5782만,"1,457개"
596,TV/방송,옛능 : MBC 옛날 예능 다시보기,1140000,19억8262만,"3,285개"
595,영화/만화/애니,PLAYY ANI 플레이애니,1140000,5억0229만,787개
594,TV/방송,SK telecom,1140000,9억6330만,"2,380개"
593,BJ/인물/연예인,Godtuk 턱형,1140000,4억2442만,505개
592,키즈/어린이,Minicar Story 미니카 스토리,1140000,6억8528만,"1,860개"
591,키즈/어린이,퍼플 토이박스(Purple Toy Box),1140000,7억0533만,"1,457개"
590,패션/미용,LeoJ Makeup,1140000,2억4856만,348개
589,음식/요리/레시피,야식이,1140000,4억5782만,"1,457개"
608,키즈/어린이,Boing Boing Kids,1130000,3억2630만,7개
607,음악/댄스/가수,강다니엘 KANGDANIEL,1130000,2억0233만,183개
606,BJ/인물/연예인,상해기SangHyuk,1130000,3억4548만,661개
605,음악/댄스/가수,CLC 씨엘씨 (Official YouTube Channel),1130000,2억7593만,188개
604,키즈/어린이,Toystar TV,1130000,5억0848만,99개
603,회사/오피셜,KB국민카드,1130000,2억2175만,600개
602,음식/요리/레시피,애주가TV참PD,1130000,6억2025만,"1,333개"
613,BJ/인물/연예인,크리스 [구 소련여자],1120000,1억9074만,151개
612,TV/방송,z a m,1120000,7억8009만,"2,963개"
611,게임,코너Korner,1120000,8억8707만,915개
610,영화/만화/애니,드림텔러(DreamTeller),1120000,1억8890만,190개
609,국내/해외/여행,코이티비 KOITV,1120000,9억3386만,"1,753개"
618,미분류,Bravo jamoasi,1110000,2억6591만,141개
617,해외,ZeeKay Junior,1110000,10억5095만,"1,168개"
616,영화/만화/애니,DAZBEE official,1110000,4억7960만,174개
615,취미/라이프,제이제이살롱드핏,1110000,2억8272만,675개
614,음식/요리/레시피,채널주인 부재중,1110000,11억1525만,"1,706개"
624,키즈/어린이,키글 토이 - 키즈 장난감,1100000,5억9559만,"1,215개"
623,영화/만화/애니,WatchcarTV,1100000,5억4257만,201개
622,뉴스/정치/사회,Newstapa,1100000,3억5226만,"4,180개"
621,음악/댄스/가수,Official fromis_9,1100000,4억7292만,807개
620,영화/만화/애니,신비아파트 공식채널 - Shinbi House,1100000,7억6175만,"1,982개"
619,IT/기술/컴퓨터,오빠두엑셀 l 엑셀 강의 대표채널,1100000,7754만,543개
640,키즈/어린이,해피팸(Happy family),1090000,5754만,133개
639,미분류,KCON official,1090000,2억8504만,"4,311개"
638,미분류,할명수,1090000,2억1562만,261개
637,해외,Variety,1090000,5억0466만,"5,063개"
636,키즈/어린이,주니토니 동요동화 - 키즈캐슬,1090000,9억6935만,941개
635,키즈/어린이,woojoo우주,1090000,3억6100만,85개
634,게임,유키 YOUKI,1090000,2억7041만,"1,013개"
633,음악/댄스/가수,PLEDIS ENTERTAINMENT,1090000,2억8733만,260개
632,음악/댄스/가수,CNBLUE (씨엔블루),1090000,2억5629만,215개
631,TV/방송,Dingo K-Drama,1090000,2억1286만,411개
630,패션/미용,써니채널 Sunny's Channel,1090000,1억1086만,201개
629,뉴스/정치/사회,엠빅뉴스,1090000,25억7723만,"5,681개"
628,게임,재넌Jaenune,1090000,6억8391만,"1,141개"
627,게임,기리TV,1090000,12억8886만,"2,777개"
626,키즈/어린이,뚜아뚜지TV,1090000,7억4993만,"1,796개"
625,TV/방송,이슈텔러 issueTeller,1090000,5억2052만,769개
649,미분류,하음쿠킹 Haeum Cooking,1080000,1억8057만,76개
648,해외,TNT,1080000,6억9627만,"4,809개"
647,TV/방송,유병재,1080000,2억4850만,217개
646,게임,돼지저금통,1080000,18억1619만,"4,446개"
645,음악/댄스/가수,UPVOTE Entertainment,1080000,2억7146만,"1,382개"
644,취미/라이프,효기심,1080000,1억3172만,153개
